arrival_to_far_corner_m,area_m2,address_rows,unit_rows,distinct_house_numbers,street,example_address,example_address_last,arrival_lat,arrival_lng,site_centre_lat,site_centre_lng
171.8,3511,1,0,1,Fawcett,15 Fawcett Rd,15 Fawcett Rd,49.222971,-122.834134,49.222657,-122.834110
171.7,4006,11,10,1,Cayer,228 Cayer St,228 Cayer St 9,49.237146,-122.846715,49.237260,-122.847935
171.7,11238,1,0,1,Fawcett,77 Fawcett Rd,77 Fawcett Rd,49.228251,-122.834245,49.227624,-122.833207
171.4,15275,54,53,2,Baycrest,3517 Baycrest Ave,3529 Baycrest Ave 153,49.288404,-122.739923,49.288934,-122.739297
171.1,19716,1,0,1,Golden,120 Golden Dr,120 Golden Dr,49.233196,-122.822840,49.233636,-122.823261
170.9,3809,1,0,1,Cayer,218 Cayer St,218 Cayer St,49.236547,-122.846714,49.236594,-122.847939
170.6,12715,42,40,2,Decaire,300 Decaire St,315 Schoolhouse St 40,49.241469,-122.852518,49.242191,-122.852111
170.1,13774,160,156,4,Dayanee Springs,3110 Dayanee Springs Blvd,3138 Dayanee Springs Blvd 8,49.293659,-122.783561,49.293370,-122.784205
170.1,9121,1,0,1,United,2370 United Blvd,2370 United Blvd,49.226799,-122.826228,49.226055,-122.825670
170.0,8412,23,22,1,Schoolhouse,250 Schoolhouse St,250 Schoolhouse St 120,49.238380,-122.852499,49.238136,-122.853658
169.7,6599,1,0,1,Falcon,1090 Falcon Dr,1090 Falcon Dr,49.276944,-122.818409,49.277110,-122.819603
169.6,2,1,0,1,Millard,3360 Millard Ave,3360 Millard Ave,49.296597,-122.757245,49.295083,-122.757254
169.4,11102,1,0,1,Glacier,51 Glacier St,51 Glacier St,49.228399,-122.817415,49.227846,-122.816678
169.4,14341,1,0,1,Princeton,3456 Princeton Ave,3456 Princeton Ave,49.298505,-122.751230,49.297983,-122.750277
169.2,11145,9,8,1,Lumber,1150 Lumber Alley,1150 Lumber Alley Unit 108,49.228743,-122.861386,49.228413,-122.860387
169.2,19158,60,59,1,Soball,1295 Soball St,1295 Soball St 9,49.290591,-122.749034,49.290804,-122.747856
168.4,11772,15,12,6,Clipper,53 Clipper St,63 Clipper St B,49.227552,-122.853029,49.226972,-122.852197
168.3,5822,1,0,1,Pipeline,1458 Pipeline Rd,1458 Pipeline Rd,49.303100,-122.775314,49.302870,-122.776578
168.3,18776,1,0,1,Pinetree,1300 Pinetree Way,1300 Pinetree Way,49.292186,-122.790212,49.291616,-122.791221
167.6,18447,1,0,1,Guildford,3038 Guildford Way,3038 Guildford Way,49.284715,-122.791524,49.284120,-122.791559
167.6,9707,1,0,1,Fraser Mills,1115 Fraser Mills Dr,1115 Fraser Mills Dr,49.226618,-122.861512,49.226735,-122.859747
167.5,2866,1,0,1,Amber,2517 Amber Crt,2517 Amber Crt,49.305269,-122.820678,49.305621,-122.820113
167.5,1173,5,5,1,Schoolhouse,100 Schoolhouse St 406,100 Schoolhouse St 888,49.234116,-122.852553,49.233891,-122.854600
167.5,6824,52,50,2,Adair,976 Adair Ave,990 Adair Ave 318,49.236775,-122.867442,49.236491,-122.866595
167.4,7593,239,236,3,Austin,545 Austin Ave,555 Austin Ave 904,49.249090,-122.888136,49.249638,-122.889552
167.2,15463,1,0,1,Pipeline,1681 Pipeline Rd,1681 Pipeline Rd,49.316094,-122.770921,49.316522,-122.770301
167.2,6824,1,0,1,Schoolhouse,266 Schoolhouse St,266 Schoolhouse St,49.238791,-122.852496,49.238588,-122.853678
167.0,375,1,1,1,Glen,2865 Glen Dr 47,2865 Glen Dr 47,49.282744,-122.802121,49.284182,-122.802141
166.8,15250,1,0,1,Pipeline,1430 Pipeline Rd,1430 Pipeline Rd,49.300835,-122.776785,49.301640,-122.777273
166.6,20710,52,51,1,Pinetree,1685 Pinetree Way,1685 Pinetree Way 151,49.307188,-122.785640,49.307747,-122.784824
166.6,4965,1,0,1,Eagleridge,1140 Eagleridge Dr,1140 Eagleridge Dr,49.281936,-122.813881,49.282572,-122.813945
166.1,3069,1,0,1,MacIntosh,1015 MacIntosh St,1015 MacIntosh St,49.269561,-122.865773,49.270559,-122.864937
166.0,15144,47,46,1,Fawcett,17 Fawcett Rd,17 Fawcett Rd 343,49.222971,-122.834134,49.222623,-122.833137
165.3,322,1,1,1,Glen,2865 Glen Dr 13,2865 Glen Dr 13,49.282749,-122.803703,49.284111,-122.803814
164.7,14476,3,2,1,United,1315 United Blvd,1315 United Blvd 2,49.229710,-122.855518,49.230445,-122.855474
164.5,5293,1,0,1,Mason,3345 Mason Ave,3345 Mason Ave,49.289307,-122.759136,49.290027,-122.759692
164.2,5438,150,147,3,Glen,3061 Glen Dr,3081 Glen Dr 404E,49.282663,-122.788118,49.282936,-122.789183
164.2,4489,1,0,1,Bend,1000 Bend Crt,1000 Bend Crt,49.269315,-122.853522,49.270024,-122.853172
164.0,4047,1,0,1,Dewdney Trunk,2761 Dewdney Trunk Rd,2761 Dewdney Trunk Rd,49.274462,-122.806198,49.275028,-122.805502
164.0,5672,1,0,1,Smith,579 Smith Ave,579 Smith Ave,49.260266,-122.886736,49.261060,-122.886781
163.9,25894,89,88,1,Princeton,3306 Princeton Ave,3306 Princeton Ave 9,49.298510,-122.762636,49.297945,-122.762705
163.8,9570,16,0,16,Crawley,2600 Crawley Ave,2630 Crawley Ave,49.246660,-122.818853,49.247006,-122.817071
163.6,12140,1,0,1,Golden,100 Golden Dr,100 Golden Dr,49.232501,-122.824253,49.233330,-122.824531
163.5,6422,1,0,1,Coy,3244 Coy Ave,3244 Coy Ave,49.306979,-122.764624,49.307285,-122.765613
163.3,10901,1,0,1,Fawcett,63 Fawcett Rd,63 Fawcett Rd,49.227346,-122.834224,49.226961,-122.833193
163.1,8743,1,0,1,Cottonwood,560 Cottonwood Ave,560 Cottonwood Ave,49.258829,-122.888412,49.257925,-122.888405
163.0,4654,1,0,1,Pheasant,2976 Pheasant St,2976 Pheasant St,49.273495,-122.796392,49.272843,-122.796221
162.9,12132,1,0,1,Collins,1428 Collins Rd,1428 Collins Rd,49.299412,-122.761452,49.298994,-122.762567
162.9,6192,3,2,1,Christmas,3000 Christmas Way,3000 Christmas Way 201,49.272002,-122.792556,49.271323,-122.791884
162.9,3334,1,0,1,Stoneridge,1521 Stoneridge Lane,1521 Stoneridge Lane,49.301775,-122.822157,49.302151,-122.821946
162.7,9425,1,0,1,Lougheed,688 Lougheed Hwy,688 Lougheed Hwy,49.240964,-122.883807,49.240418,-122.883576
162.3,11367,1,0,1,Victoria,3688 Victoria Dr,3688 Victoria Dr,49.294321,-122.722711,49.293952,-122.722128
162.3,10904,38,37,1,Norman,2910 Norman Ave,2910 Norman Ave 137,49.270569,-122.799637,49.269808,-122.799449
162.1,16008,11,10,1,Lougheed,1090 Lougheed Hwy,1090 Lougheed Hwy 214,49.234694,-122.863029,49.234145,-122.863123
161.9,7989,2,1,1,North Bend,96 North Bend St,96 North Bend St 2,49.231865,-122.820832,49.232518,-122.821316
161.7,5608,1,0,0,Railroad,Railroad,Railroad,49.236207,-122.883302,49.236391,-122.884260
161.7,8058,1,0,1,Mason,3291 Mason Ave,3291 Mason Ave,49.289309,-122.760800,49.289993,-122.760407
161.4,1151,1,0,1,Gabriola,1331 Gabriola Dr,1331 Gabriola Dr,49.293391,-122.775055,49.293561,-122.773308
161.3,12618,1,0,1,Pipeline,1641 Pipeline Rd,1641 Pipeline Rd,49.314729,-122.769633,49.315349,-122.769445
161.2,11622,1,0,1,Sunset,568 Sunset Ave,568 Sunset Ave,49.241193,-122.888554,49.240704,-122.888139
160.8,2845,1,0,0,Hockaday,Hockaday St,Hockaday St,49.296817,-122.772740,49.296521,-122.771647
160.7,21936,86,85,1,Soball,1305 Soball St,1305 Soball St 9,49.292398,-122.749575,49.292558,-122.748711
160.5,10214,1,0,1,Silverthrone,3134 Silverthrone Dr,3134 Silverthrone Dr,49.301802,-122.779875,49.301160,-122.779463
160.3,20291,3,0,3,Fawcett,25 Fawcett Rd,31 Fawcett Rd,49.223955,-122.834154,49.223956,-122.833130
160.3,10598,1,0,1,Victoria,3640 Victoria Dr,3640 Victoria Dr,49.292024,-122.727294,49.291254,-122.726779
160.2,3137,1,0,1,MacIntosh,1010 MacIntosh St,1010 MacIntosh St,49.269561,-122.865773,49.270564,-122.866457
160.1,13734,1,0,1,Rogers,2319 Rogers Ave,2319 Rogers Ave,49.224629,-122.826477,49.225055,-122.827397
160.1,12988,19,15,8,Clipper,65 Clipper St,79 Clipper St,49.228445,-122.852820,49.227990,-122.851840
159.6,9905,41,40,1,Pinetree,1320 Pinetree Way,1320 Pinetree Way 140,49.292186,-122.790212,49.292540,-122.791289
159.6,6858,1,0,1,Gordon,3020 Gordon Ave,3020 Gordon Ave,49.270533,-122.791876,49.270709,-122.792965
159.5,13243,1,0,1,Pier,3100 Pier Dr,3100 Pier Dr,49.275182,-122.815195,49.274728,-122.815638
159.1,8542,2,1,1,Lougheed,631 Lougheed Hwy,631 Lougheed Hwy 1,49.241860,-122.885174,49.242024,-122.884678
158.9,13492,65,64,1,Begin,98 Begin St,98 Begin St 9,49.238281,-122.859801,49.237983,-122.860643
158.5,8689,1,0,0,Baker,Baker Dr,Baker Dr,49.265784,-122.825278,49.265690,-122.824291
158.5,10198,135,133,2,Rochester,401 Westview St,545 Rochester Ave 322,49.245486,-122.890034,49.246040,-122.889024
157.9,8742,1,0,1,Coast Meridian,1358 Coast Meridian Rd,1358 Coast Meridian Rd,49.296354,-122.755954,49.295821,-122.756510
157.9,9141,1,0,1,Dayton,1541 Dayton St,1541 Dayton St,49.307366,-122.751581,49.306873,-122.750668
157.8,9657,1,0,1,Victoria,3507 Victoria Dr,3507 Victoria Dr,49.285745,-122.741213,49.286242,-122.741628
157.8,7930,9,8,1,Barnet,2560 Barnet Hwy,2560 Barnet Hwy 118,49.277844,-122.818674,49.277476,-122.819596
157.7,10940,33,30,3,Lansdowne,1192 Lansdowne Dr,1196 Lansdowne Dr 108,49.283258,-122.809009,49.283529,-122.810053
157.6,12876,16,14,2,Hartley,1850 Hartley Ave,68 Schooner St 7,49.225954,-122.840481,49.225754,-122.841446
157.6,6159,70,69,1,Ducklow,715 Ducklow St,715 Ducklow St 253,49.261557,-122.882039,49.260742,-122.881529
157.6,10725,1,0,1,Hartley,1650 Hartley Ave,1650 Hartley Ave,49.226635,-122.844851,49.226087,-122.844104
157.5,8334,130,128,2,Pacific,1200 Pacific St,1210 Pacific St 417,49.284103,-122.798186,49.284539,-122.799005
157.4,10450,1,0,1,Fawcett,26 Fawcett Rd,26 Fawcett Rd,49.223956,-122.834154,49.223593,-122.835134
157.1,11608,1,0,1,United,2330 United Blvd,2330 United Blvd,49.227071,-122.827249,49.226272,-122.827863
157.0,10558,5,4,1,Golden,185 Golden Dr,185 Golden Dr 200,49.233311,-122.820561,49.233959,-122.819985
156.9,10450,1,0,1,Fawcett,32 Fawcett Rd,32 Fawcett Rd,49.224689,-122.834180,49.224324,-122.835150
156.8,3869,1,0,1,Glen,2877 Glen Dr,2877 Glen Dr,49.282747,-122.803404,49.283343,-122.802538
156.4,8659,1,0,1,Panorama,2500 Panorama Dr,2500 Panorama Dr,49.300940,-122.821609,49.300339,-122.822237
156.3,7172,51,50,1,Gatensbury,657 Gatensbury St,657 Gatensbury St 149,49.256298,-122.857615,49.256646,-122.856351
156.3,8652,1,0,1,Noons Creek,1415 Noons Creek Dr,1415 Noons Creek Dr,49.296412,-122.818066,49.295834,-122.817336
156.2,4000,1,0,1,Hockaday,1393 Hockaday St,1393 Hockaday St,49.298195,-122.772691,49.298314,-122.771548
156.2,10791,1,0,1,Foster,1415 Foster Ave,1415 Foster Ave,49.256145,-122.854329,49.256722,-122.853621
156.1,8153,1,0,1,Victoria,3669 Victoria Dr,3669 Victoria Dr,49.293992,-122.723528,49.294542,-122.724114
155.7,4712,259,256,4,Lincoln,1123 Westwood St,3086 Lincoln Ave 106,49.278465,-122.790500,49.278724,-122.789670
155.3,8056,18,9,12,Fawcett,2221 Hartley Ave,61 Fawcett Rd B,49.225916,-122.834195,49.226347,-122.833180
155.2,8542,3,0,3,Burbidge,2380 United Blvd,50 Burbidge St,49.225242,-122.823900,49.225811,-122.824507
155.2,8807,1,0,1,Lougheed,1601 Lougheed Hwy,1601 Lougheed Hwy,49.231753,-122.848103,49.232546,-122.848602
154.8,7587,1,0,1,Coast Meridian,1478 Coast Meridian Rd,1478 Coast Meridian Rd,49.305020,-122.755789,49.304768,-122.756259
154.8,15639,1,0,1,Victoria,3711 Victoria Dr,3711 Victoria Dr,49.297366,-122.717069,49.297893,-122.717836
154.6,12143,9,8,1,Glacier,155 Glacier St,155 Glacier St 112,49.235102,-122.817549,49.235767,-122.816983
154.3,7889,1,0,1,Harper,3510 Harper Rd,3510 Harper Rd,49.303314,-122.742441,49.302874,-122.743509
154.3,7386,1,0,1,Victoria,3632 Victoria Dr,3632 Victoria Dr,49.291608,-122.727937,49.290987,-122.727505
154.1,18130,2,0,2,Brigantine,1400 Brigantine Dr,1450 Brigantine Dr,49.225342,-122.849060,49.224550,-122.849128
154.0,6435,4,0,4,Lougheed,1055 Lougheed Hwy,1085 Lougheed Hwy,49.235598,-122.866502,49.235728,-122.865498
153.8,10134,1,0,1,Burke Mountain,1259 Burke Mountain St,1259 Burke Mountain St,49.288450,-122.745006,49.288927,-122.744080
153.6,4891,1,0,1,Rochester,738 Rochester Ave,738 Rochester Ave,49.245389,-122.879523,49.244671,-122.879770
153.2,3139,1,0,1,Laurentian,331 Laurentian Cres,331 Laurentian Cres,49.240686,-122.844180,49.240638,-122.843013
153.2,10760,8,7,1,King Edward,10 King Edward St,10 King Edward St 202,49.227356,-122.861585,49.227834,-122.862406
153.0,17846,55,54,2,Lansdowne,1495 Lansdowne Dr 140,2880 Panorama Dr 139,49.296285,-122.812254,49.296825,-122.812420
153.0,8097,1,0,1,Fawcett,41 Fawcett Rd,41 Fawcett Rd,49.225250,-122.834187,49.224964,-122.833152
153.0,10719,7,6,1,King Edward,12 King Edward St,12 King Edward St 205,49.228313,-122.861586,49.228790,-122.862407
152.7,9787,1,0,1,Glen,3022 Glen Dr,3022 Glen Dr,49.282674,-122.791287,49.281998,-122.792108
152.7,6826,2,0,2,Schoolhouse,1504 Sprice Ave,655 Schoolhouse St,49.257095,-122.852191,49.256916,-122.851101
152.7,5332,61,59,2,Ridgeway,1201 Ridgeway Ave,1209 Ridgeway Ave 513,49.249638,-122.860100,49.249879,-122.859098
152.6,12342,25,24,1,Austin,2662 Austin Ave,2662 Austin Ave 9,49.249088,-122.816816,49.248645,-122.817250
152.6,2321,1,0,0,Hampton,Hampton Green,Hampton Green,49.313484,-122.782152,49.313668,-122.782339
152.6,11031,1,0,1,Lucille Starr,1401 Lucille Starr Dr,1401 Lucille Starr Dr,49.236607,-122.854469,49.237013,-122.854235
152.5,10282,55,54,1,Atlin,2736 Atlin Pl,2736 Atlin Pl 9,49.248058,-122.814404,49.248608,-122.814015
152.3,2715,1,0,1,Cottonwood,562 Cottonwood Ave,562 Cottonwood Ave,49.258822,-122.887732,49.257893,-122.887567
152.3,4186,1,0,1,Rochester,1221 Rochester Ave,1221 Rochester Ave,49.245017,-122.856157,49.245732,-122.855933
152.3,8948,28,27,1,Paddock,1765 Paddock Dr,1765 Paddock Dr 9,49.311215,-122.787534,49.310688,-122.786795
152.1,10803,6,5,1,United,1368 United Blvd,1368 United Blvd 201,49.229319,-122.852221,49.228712,-122.851749
152.0,12537,1,0,1,Aberdeen,2796 Aberdeen Ave,2796 Aberdeen Ave,49.277115,-122.803294,49.276228,-122.803818
151.9,7325,8,7,1,Lougheed,641 Lougheed Hwy,641 Lougheed Hwy 106,49.240885,-122.883397,49.241809,-122.883767
151.9,16261,1,0,1,Brunette,1800 Brunette Ave,1800 Brunette Ave,49.236709,-122.842731,49.236751,-122.843451
151.6,11184,1,0,1,United,2401 United Blvd,2401 United Blvd,49.226269,-122.823658,49.226785,-122.822911
151.6,3628,1,0,1,Coronation,1135 Coronation Cres,1135 Coronation Cres,49.280504,-122.821917,49.279472,-122.821413
151.3,16935,1,0,1,Bishop,3479 Bishop Pl,3479 Bishop Pl,49.299222,-122.744255,49.299582,-122.744975
151.2,8076,117,115,2,Windsor,1135 Windsor Mews,3107 Windsor Gate 418,49.279761,-122.784471,49.280230,-122.785372
151.2,3856,1,0,1,Fawcett,88 Fawcett Rd,88 Fawcett Rd,49.228185,-122.834245,49.227873,-122.835847
151.1,10893,1,0,1,Pipeline,1536 Pipeline Rd,1536 Pipeline Rd,49.308410,-122.773439,49.308838,-122.774255
151.0,11290,5,4,1,Brigantine,1455 Brigantine Dr,1455 Brigantine Dr 4,49.225341,-122.849059,49.225795,-122.848235
151.0,9030,29,28,1,Falcon,1210 Falcon Dr,1210 Falcon Dr 130,49.285116,-122.817990,49.285169,-122.819002
150.8,8107,2,0,2,Christmas,2990 Gordon Ave,2998 Christmas Way,49.272328,-122.793365,49.271865,-122.793816
150.7,10863,52,51,1,Southview,1460 Southview St,1460 Southview St 153,49.302741,-122.754119,49.303218,-122.754905
150.2,4001,1,0,1,Hockaday,1389 Hockaday St,1389 Hockaday St,49.297879,-122.772704,49.298007,-122.771605
150.0,10501,156,154,2,Princess,2970 Princess Cres,2980 Princess Cres 439,49.285988,-122.795728,49.285619,-122.796372
149.9,7828,1,0,1,Parkland,1177 Parkland Dr,1177 Parkland Dr,49.287028,-122.769597,49.286755,-122.770384
149.7,9215,1,0,1,Abbey,3345 Abbey Lane,3345 Abbey Lane,49.295775,-122.763111,49.296049,-122.761833
149.7,19523,243,237,6,David,2951 Silver Springs Blvd,2985 David Ave,49.294810,-122.791330,49.295563,-122.791615
149.6,8492,19,18,1,Fawcett,16 Fawcett Rd,16 Fawcett Rd 115,49.222971,-122.834134,49.222647,-122.835087
149.6,2888,1,0,1,Litchfield,3626 Litchfield Ave,3626 Litchfield Ave,49.293069,-122.727790,49.292530,-122.727955
149.5,15296,6,5,1,Brigantine,1650 Brigantine Dr,1650 Brigantine Dr 500,49.224746,-122.844240,49.224269,-122.844821
149.5,3486,1,0,1,Laurentian,335 Laurentian Cres,335 Laurentian Cres,49.240952,-122.844111,49.240825,-122.843018
149.4,7053,1,0,1,Litchfield,3643 Litchfield Ave,3643 Litchfield Ave,49.293061,-122.727399,49.293588,-122.726392
149.1,3279,1,0,1,Laurentian,343 Laurentian Cres,343 Laurentian Cres,49.241381,-122.844108,49.241263,-122.843016
149.1,10887,1,0,1,Pipeline,1530 Pipeline Rd,1530 Pipeline Rd,49.307430,-122.773697,49.307935,-122.774383
149.0,3177,1,0,1,Laurentian,341 Laurentian Cres,341 Laurentian Cres,49.241164,-122.844109,49.241048,-122.843017
149.0,11530,1,0,1,Robson,3345 Robson Dr,3345 Robson Dr,49.299892,-122.773348,49.300291,-122.774318
148.8,8095,17,16,1,Fawcett,42 Fawcett Rd,42 Fawcett Rd 117,49.225255,-122.834187,49.224973,-122.835164
148.5,10355,130,128,2,Burlington,2968 Burlington Dr,2978 Burlington Dr 416,49.284294,-122.797416,49.283824,-122.796724
148.3,8882,1,0,1,Fawcett,68 Fawcett Rd,68 Fawcett Rd,49.227066,-122.834217,49.227320,-122.835212
148.2,3842,1,0,1,Walton,2855 Walton Ave,2855 Walton Ave,49.289964,-122.804252,49.290546,-122.804113
148.0,6611,3,2,1,United,1655 United Blvd,1655 United Blvd A,49.228521,-122.843796,49.229125,-122.844936
148.0,5325,2,1,1,Lansdowne,1099 Lansdowne Dr,1099 Lansdowne Dr 101,49.277008,-122.808380,49.276744,-122.807665
148.0,11747,106,104,2,Johnson,1150 Johnson St,1160 Johnson St 320,49.281965,-122.801712,49.281430,-122.802440
147.9,3175,1,0,1,Porter,1015 Porter St,1015 Porter St,49.269762,-122.863001,49.270538,-122.862176
147.8,5621,19,18,1,North,341 North Rd,341 North Rd K,49.244753,-122.892596,49.244908,-122.891831
147.7,4686,68,67,1,Blue Mountain,440 Blue Mountain St,440 Blue Mountain St 7,49.247218,-122.871272,49.247613,-122.871198
147.6,6220,1,0,1,Arrowsmith,3167 Arrowsmith Pl,3167 Arrowsmith Pl,49.303424,-122.779938,49.303675,-122.778988
147.4,6828,4,3,1,Golden,169 Golden Dr,169 Golden Dr 3,49.233306,-122.821470,49.233968,-122.821113
147.2,2463,1,0,1,Laurentian,347 Laurentian Cres,347 Laurentian Cres,49.241381,-122.844108,49.241438,-122.843016
147.1,313,1,1,1,Glen,2865 Glen Dr 12,2865 Glen Dr 12,49.282749,-122.803868,49.283940,-122.803976
147.0,8780,1,0,1,Blue Mountain,450 Blue Mountain St,450 Blue Mountain St,49.248738,-122.869474,49.248321,-122.870675
146.9,17823,68,67,1,Inlet,1144 Inlet St,1144 Inlet St 9,49.281473,-122.783710,49.282173,-122.784351
146.5,8962,66,65,1,King Albert,1320 King Albert Ave,1320 King Albert Ave 322,49.251415,-122.855975,49.250721,-122.856269
146.5,16794,2,0,2,Burbidge,20 Burbidge St,2380 Rogers Ave,49.223926,-122.825700,49.224083,-122.825179
146.5,348,1,1,1,Glen,2865 Glen Dr 76,2865 Glen Dr 76,49.282746,-122.803240,49.283999,-122.803054
146.4,10707,1,0,1,Westwood,791 Westwood St,791 Westwood St,49.263093,-122.796971,49.262312,-122.796304
146.3,16263,4,0,4,Burlington,2986 Guildford Way,3003 Burlington Dr,49.283758,-122.793192,49.283926,-122.793947
146.2,566,1,0,1,Dewdney Trunk,2749 Dewdney Trunk Rd,2749 Dewdney Trunk Rd,49.275143,-122.807088,49.275341,-122.806300
145.9,24303,61,60,1,Plateau,3405 Plateau Blvd,3405 Plateau Blvd 9,49.319763,-122.791953,49.320126,-122.791161
145.9,407,1,1,1,Glen,2865 Glen Dr 52,2865 Glen Dr 52,49.282744,-122.802731,49.283908,-122.802619
145.7,329,1,1,1,Glen,2865 Glen Dr 51,2865 Glen Dr 51,49.282743,-122.802368,49.283913,-122.802447
145.7,8331,1,0,1,Cedar,4251 Cedar Dr,4251 Cedar Dr,49.292514,-122.719772,49.292764,-122.720659
145.7,6839,1,0,1,Herrmann,862 Herrmann St,862 Herrmann St,49.265680,-122.796819,49.265291,-122.797685
145.6,6296,10,9,1,Barnet,2764 Barnet Hwy,2764 Barnet Hwy 203,49.277695,-122.805593,49.277369,-122.806534
145.5,306,1,1,1,Glen,2865 Glen Dr 48,2865 Glen Dr 48,49.282742,-122.801949,49.283921,-122.802008
145.4,305,1,1,1,Glen,2865 Glen Dr 49,2865 Glen Dr 49,49.282744,-122.802225,49.283920,-122.802156
145.4,2910,1,0,1,Dewdney Trunk,2948 Dewdney Trunk Rd,2948 Dewdney Trunk Rd,49.268146,-122.797642,49.267431,-122.797968
145.3,309,1,1,1,Glen,2865 Glen Dr 50,2865 Glen Dr 50,49.282743,-122.802274,49.283917,-122.802301
145.3,10233,66,65,1,Foster,548 Foster Ave,548 Foster Ave 165,49.256770,-122.887589,49.256388,-122.888213
145.3,10786,3,2,1,United,1311 United Blvd,1311 United Blvd 103,49.230212,-122.857648,49.230721,-122.856846
145.0,4670,1,0,1,Calgary,1428 Calgary Dr,1428 Calgary Dr,49.300128,-122.711524,49.299949,-122.712536
144.8,4661,1,0,1,Calgary,1430 Calgary Dr,1430 Calgary Dr,49.300448,-122.711521,49.300269,-122.712532
144.7,9157,1,0,1,North Bend,93 North Bend St,93 North Bend St,49.231834,-122.820831,49.232255,-122.819989
144.7,7591,2,1,1,United,2441 United Blvd,2441 United Blvd 200,49.226677,-122.820529,49.226728,-122.821432
144.6,5408,1,0,1,Dewdney Trunk,2950 Dewdney Trunk Rd,2950 Dewdney Trunk Rd,49.268103,-122.797193,49.267424,-122.797516
144.6,13051,1,0,1,Pipeline,1491 Pipeline Rd,1491 Pipeline Rd,49.305787,-122.774129,49.305612,-122.773513
144.4,8741,1,0,1,Pinetree,1355 Pinetree Way,1355 Pinetree Way,49.295850,-122.787578,49.295327,-122.787006
144.3,7968,1,0,1,Aberdeen,2784 Aberdeen Ave,2784 Aberdeen Ave,49.277099,-122.806185,49.276548,-122.805562
144.2,7091,1,0,1,Johnson,1294 Johnson St,1294 Johnson St,49.291033,-122.800894,49.290615,-122.801753
144.1,11595,31,30,1,Panorama,2590 Panorama Dr,2590 Panorama Dr 9,49.299652,-122.819789,49.299852,-122.820835
143.9,12174,1,0,1,Pinetree,1140 Pinetree Way,1140 Pinetree Way,49.279671,-122.794319,49.280035,-122.794689
143.9,3892,1,0,1,Pipeline,1680 Pipeline Rd,1680 Pipeline Rd,49.317455,-122.772217,49.316947,-122.772127
143.9,2965,1,0,1,Harper,3599 Harper Rd,3599 Harper Rd,49.301399,-122.731982,49.301847,-122.732430
143.8,7493,1,0,1,Victoria,3690 Victoria Dr,3690 Victoria Dr,49.294839,-122.721749,49.294213,-122.721270
143.4,2420,1,0,1,Pika,2929 Pika Crt,2929 Pika Crt,49.302319,-122.787772,49.302032,-122.788048
143.4,6575,22,21,1,North,403 North Rd,403 North Rd 302,49.246420,-122.892630,49.245790,-122.891621
143.3,12133,11,10,1,Schoolhouse,100 Schoolhouse St,100 Schoolhouse St 405,49.233476,-122.852562,49.233799,-122.853308
143.3,335,1,1,1,Glen,2865 Glen Dr 53,2865 Glen Dr 53,49.282747,-122.803266,49.283896,-122.803299
143.1,7975,25,24,1,Plateau,3300 Plateau Blvd,3300 Plateau Blvd 9,49.316217,-122.790199,49.315551,-122.790377
142.9,9662,1,0,1,United,1539 United Blvd,1539 United Blvd,49.228871,-122.847254,49.229279,-122.846568
142.9,9077,1,0,1,United,2381 United Blvd,2381 United Blvd,49.226293,-122.823798,49.227025,-122.824085
141.9,9031,1,0,1,United,1500 United Blvd,1500 United Blvd,49.228771,-122.847277,49.228239,-122.846814
141.8,3072,1,0,1,Porter,1010 Porter St,1010 Porter St,49.269762,-122.863001,49.270551,-122.863695
141.7,8340,1,0,1,Leeder,25 Leeder St,25 Leeder St,49.224679,-122.829921,49.225041,-122.829040
141.4,3334,1,0,1,Lebleu,209 Lebleu St,209 Lebleu St,49.238142,-122.867525,49.238542,-122.866233
141.4,8654,1,0,1,Brigantine,1750 Brigantine Dr,1750 Brigantine Dr,49.224683,-122.842504,49.224204,-122.843228
141.2,10162,2,0,2,Woolridge,1101 Woolridge St,1111 Woolridge St,49.232519,-122.860015,49.232987,-122.860355
141.0,3595,1,0,1,MacIntosh,1005 MacIntosh St,1005 MacIntosh St,49.269561,-122.865773,49.270228,-122.864951
141.0,10831,1,0,1,Inlet,1160 Inlet St,1160 Inlet St,49.282322,-122.783245,49.283036,-122.784132
140.9,10663,137,135,2,Town Centre,1242 Town Centre Blvd,1252 Town Centre Blvd 436,49.287064,-122.794478,49.288046,-122.794838
140.9,8913,1,0,1,Casey,100 Casey St,100 Casey St,49.239762,-122.854869,49.239247,-122.854162
140.7,2993,1,0,1,Lougheed,655 Lougheed Hwy,655 Lougheed Hwy,49.240885,-122.883397,49.241548,-122.883106
140.6,8251,2,1,1,United,1348 United Blvd,1348 United Blvd C,49.229490,-122.853810,49.228780,-122.853409
140.4,4293,3,2,1,Fawcett,18 Fawcett Rd,18 Fawcett Rd 106,49.223225,-122.834140,49.223069,-122.835186
140.2,8604,5,4,1,Canoe,2445 Canoe Ave,2445 Canoe Ave 203,49.229737,-122.822371,49.230284,-122.821647
140.1,5892,1,0,1,David,3311 David Ave,3311 David Ave,49.294076,-122.767365,49.294828,-122.768021
139.9,7327,28,27,1,Princeton,3535 Princeton Ave,3535 Princeton Ave 9,49.295736,-122.742200,49.295663,-122.741072
139.8,9802,9,8,1,Austin,1020 Austin Ave,1020 Austin Ave 211,49.248958,-122.866977,49.248593,-122.866356
