arrival_to_far_corner_m,area_m2,address_rows,unit_rows,distinct_house_numbers,street,example_address,example_address_last,arrival_lat,arrival_lng,site_centre_lat,site_centre_lng
304.5,46706,164,163,1,Burke Village,3500 Burke Village Prom,3500 Burke Village Prom 99,49.292537,-122.743211,49.291254,-122.744167
304.2,9685,1,0,1,Cedar,4180 Cedar Dr,4180 Cedar Dr,49.288503,-122.724580,49.286952,-122.724479
304.0,36797,2,0,2,Regan,1563 Regan Ave,1595 Regan Ave,49.261603,-122.850320,49.262271,-122.848462
303.9,24440,50,50,1,Panorama,2979 Panorama Dr 109,2979 Panorama Dr 158,49.299432,-122.800640,49.301742,-122.799888
303.1,45197,1,0,0,Victoria,Victoria Dr,Victoria Dr,49.288716,-122.732840,49.288424,-122.731406
302.2,22516,114,113,1,Edgar,688 Edgar Ave,688 Edgar Ave 99,49.242600,-122.882930,49.241484,-122.882220
302.0,26455,1,0,1,Lincoln,3679 Lincoln Ave,3679 Lincoln Ave,49.278542,-122.724084,49.279864,-122.723439
301.7,58269,123,120,3,Victoria,1330 Wellon St,3674 Victoria Dr,49.292905,-122.724934,49.292099,-122.724473
301.6,27035,1,0,1,Lincoln,3701 Lincoln Ave,3701 Lincoln Ave,49.278535,-122.721159,49.279783,-122.721839
301.5,1573,1,0,1,David,3338 David Ave,3338 David Ave,49.292948,-122.760780,49.290689,-122.760879
301.3,17792,1,0,1,Mariner,2958 Mariner Way,2958 Mariner Way,49.264280,-122.816367,49.265601,-122.815854
301.0,33585,1,0,1,Paddock,1760 Paddock Dr,1760 Paddock Dr,49.309483,-122.787613,49.310837,-122.788558
299.7,51067,5,0,5,Foster,1650 Foster Ave,630 Poirier St,49.253891,-122.849914,49.254970,-122.848237
299.2,44054,1,0,1,Lansdowne,1240 Lansdowne Dr,1240 Lansdowne Dr,49.286048,-122.813046,49.284777,-122.813188
298.7,13327,1,0,1,Gislason,3471 Gislason Ave,3471 Gislason Ave,49.289379,-122.744866,49.290694,-122.745181
298.3,32599,1,0,1,Pipeline,1739 Pipeline Rd,1739 Pipeline Rd,49.319592,-122.772692,49.320189,-122.772123
296.8,29969,36,35,1,Sheffield,3637 Sheffield Ave,3637 Sheffield Ave 174,49.298765,-122.734029,49.299804,-122.731858
296.6,33622,1,0,1,Harper,3621 Harper Rd,3621 Harper Rd,49.301815,-122.728183,49.303082,-122.729305
296.4,19979,1,0,1,King Albert,975 King Albert Ave,975 King Albert Ave,49.251506,-122.868895,49.252706,-122.867234
295.9,8047,1,0,0,David,David Ave,David Ave,49.293021,-122.772238,49.291667,-122.771720
295.6,15443,1,0,1,Robson,3080 Robson Dr,3080 Robson Dr,49.297276,-122.785003,49.296589,-122.787928
295.2,9054,1,0,1,Cedar,4104 Cedar Dr,4104 Cedar Dr,49.285886,-122.733416,49.284576,-122.732197
293.5,19906,3,0,3,Brigantine,2085 Brigantine Dr,2120 Hartley Ave,49.224152,-122.838895,49.224328,-122.836395
293.2,49240,1,0,1,Miller,900 Miller Ave,900 Miller Ave,49.268196,-122.873838,49.267191,-122.873171
292.7,32033,1,0,1,Spuraway,2701 Spuraway Ave,2701 Spuraway Ave,49.263974,-122.812412,49.265242,-122.812913
292.6,40189,1,0,1,Sharpe,900 Sharpe St,900 Sharpe St,49.267227,-122.799115,49.266247,-122.800531
291.8,19161,46,44,2,Burke Village,3458 Burke Village Prom,3467 Gislason Ave 120,49.289319,-122.747027,49.290713,-122.746182
290.7,17464,1,0,1,White Pine,1270 White Pine Pl,1270 White Pine Pl,49.290046,-122.793237,49.288485,-122.794191
289.8,33699,3,0,3,United,1395 United Blvd,1455 United Blvd,49.228890,-122.847493,49.229612,-122.848860
288.3,8538,1,0,1,Coast Meridian,1503 Coast Meridian Rd,1503 Coast Meridian Rd,49.305541,-122.755780,49.306409,-122.754536
287.9,2850,1,0,1,David,3461 David Ave,3461 David Ave,49.294080,-122.746124,49.295818,-122.746507
286.3,15340,1,0,1,Hockaday,1378 Hockaday St,1378 Hockaday St,49.296817,-122.772740,49.297569,-122.775425
285.8,21730,31,30,1,North,329 North Rd,329 North Rd 650,49.243460,-122.892638,49.243613,-122.890643
285.7,56759,83,82,1,Cape Horn,2665 Cape Horn Ave,2665 Cape Horn Ave 9,49.239386,-122.816026,49.240124,-122.817773
285.2,2743,1,0,1,Walton,2970 Walton Ave,2970 Walton Ave,49.289955,-122.795940,49.288621,-122.796010
282.7,59959,1,0,1,Lougheed,1000 Lougheed Hwy,1000 Lougheed Hwy,49.235167,-122.865373,49.234132,-122.866597
282.2,37901,1,0,1,Pipeline,1620 Pipeline Rd,1620 Pipeline Rd,49.312829,-122.771464,49.313206,-122.771696
282.0,37122,1,0,1,United,1900 United Blvd,1900 United Blvd,49.228304,-122.842704,49.227155,-122.841517
281.1,16082,5,3,2,Rogers,2320 Rogers Ave,2330 Rogers Ave,49.224620,-122.827252,49.223337,-122.827643
280.4,39271,1,0,1,Coast Meridian,1500 Coast Meridian Rd,1500 Coast Meridian Rd,49.307317,-122.755724,49.306287,-122.757198
280.1,26799,1,0,0,Catherine,Catherine Ave,Catherine Ave,49.269922,-122.874120,49.270428,-122.872353
280.0,26036,1,0,1,Rogers,2340 Rogers Ave,2340 Rogers Ave,49.224629,-122.826478,49.223023,-122.826353
279.1,21185,53,52,1,Johnson,1486 Johnson St,1486 Johnson St 9,49.300894,-122.796312,49.302238,-122.798110
278.7,23378,1,0,1,Gauthier,825 Gauthier Ave,825 Gauthier Ave,49.238774,-122.873106,49.239207,-122.874929
277.8,13107,8,7,1,Woolridge,1300 Woolridge St,1300 Woolridge St 9,49.232201,-122.855321,49.232452,-122.857829
277.8,5687,1,0,1,Irvine,880 Irvine St,880 Irvine St,49.265735,-122.794869,49.266372,-122.797602
277.5,18726,1,0,0,Quay,Quay Pl,Quay Pl,49.273254,-122.822261,49.271534,-122.823242
277.0,32547,2,0,2,Balfour,2550 Leduc Ave,415 Balfour Dr,49.244383,-122.823189,49.245717,-122.821835
276.2,30171,2,0,2,Austin,2200 Austin Ave,489 Mundy St,49.248971,-122.834315,49.247874,-122.833137
275.8,8794,1,0,1,Victoria,3650 Victoria Dr,3650 Victoria Dr,49.293164,-122.725622,49.291887,-122.725981
275.6,28600,1,0,1,Brownlee,3625 Brownlee Ave,3625 Brownlee Ave,49.297379,-122.731167,49.298483,-122.729405
275.2,7976,2,0,2,Glen,1205 Johnson St,2901 Glen Dr,49.282728,-122.801702,49.283014,-122.800904
274.7,20232,1,0,1,King Albert,1011 King Albert Ave,1011 King Albert Ave,49.251452,-122.863385,49.252677,-122.863939
274.2,4116,1,0,1,Gislason,3463 Gislason Ave,3463 Gislason Ave,49.289317,-122.746172,49.290543,-122.746775
273.7,25491,1,0,1,Lincoln,3717 Lincoln Ave,3717 Lincoln Ave,49.278535,-122.721159,49.279716,-122.720458
273.3,35436,1,0,1,Laurentian,377 Laurentian Cres,377 Laurentian Cres,49.243527,-122.844100,49.243197,-122.843124
273.2,29119,1,0,1,Schoolhouse,170 Schoolhouse St,170 Schoolhouse St,49.236126,-122.852531,49.235317,-122.853698
272.9,24170,1,0,1,Montgomery,300 Montgomery St,300 Montgomery St,49.239536,-122.839698,49.240030,-122.841575
272.7,18379,1,0,1,Mariner,2985 Mariner Way,2985 Mariner Way,49.266175,-122.814182,49.266660,-122.812603
272.6,67463,1,0,1,Westwood,1149 Westwood St,1149 Westwood St,49.281914,-122.790436,49.280542,-122.788837
272.4,11786,1,0,1,Gislason,3461 Gislason Ave,3461 Gislason Ave,49.289316,-122.746367,49.289710,-122.748285
272.2,21741,1,0,1,Victoria,3685 Victoria Dr,3685 Victoria Dr,49.294976,-122.721493,49.295703,-122.722079
271.5,23874,1,0,1,Lincoln,3735 Lincoln Ave,3735 Lincoln Ave,49.278546,-122.718394,49.279650,-122.719076
271.3,38416,1,0,1,Conifer,3540 Conifer Dr,3540 Conifer Dr,49.307456,-122.741935,49.306553,-122.740594
270.7,22671,1,0,1,Soball,1349 Soball St,1349 Soball St,49.296630,-122.751667,49.295800,-122.750742
270.7,28255,1,0,1,Pinetree,1420 Pinetree Way,1420 Pinetree Way,49.300888,-122.784947,49.300156,-122.786684
270.5,21788,45,43,2,Harper,3522 Harper Rd,3535 Highland Dr 174,49.300242,-122.743580,49.300769,-122.742252
270.0,12846,7,6,1,Woolridge,1500 Woolridge St,1500 Woolridge St 400,49.232164,-122.852826,49.231823,-122.851206
269.4,11871,1,0,1,Lofting,1437 Lofting St,1437 Lofting St,49.299786,-122.729593,49.298719,-122.728282
269.1,17402,1,0,1,Brunette,1775 Brunette Ave,1775 Brunette Ave,49.237644,-122.843397,49.238665,-122.842269
268.4,54471,1,0,1,Pipeline,1640 Pipeline Rd,1640 Pipeline Rd,49.316359,-122.771188,49.315509,-122.771409
268.0,23961,9,8,1,Schoolhouse,101 Schoolhouse St,101 Schoolhouse St 310,49.233476,-122.852562,49.232848,-122.850788
267.2,14840,1,0,1,Golden,175 Golden Dr,175 Golden Dr,49.233311,-122.820561,49.234543,-122.820110
267.1,26346,1,0,1,Panorama,2875 Panorama Dr,2875 Panorama Dr,49.297488,-122.812140,49.298984,-122.813302
266.7,36022,1,0,1,David,3390 David Ave,3390 David Ave,49.292957,-122.753653,49.291817,-122.753034
266.1,13677,1,0,1,United,1751 United Blvd,1751 United Blvd,49.228426,-122.842844,49.229060,-122.843515
266.0,16574,81,80,1,Falcon,1195 Falcon Dr,1195 Falcon Dr 9,49.284401,-122.818621,49.283518,-122.817231
265.8,22396,1,0,1,Brookmere,516 Brookmere Ave,516 Brookmere Ave,49.251061,-122.891836,49.250531,-122.890120
263.6,19991,4,3,1,Walker,315 Walker St,315 Walker St 301,49.242497,-122.877732,49.241362,-122.877269
263.4,21634,1,0,1,David,2910 David Ave,2910 David Ave,49.294307,-122.790328,49.294154,-122.793128
262.7,32865,1,0,1,Soball,1230 Soball St,1230 Soball St,49.287449,-122.750317,49.286506,-122.751730
262.0,11297,1,0,1,Catherine,860 Catherine Ave,860 Catherine Ave,49.269922,-122.874120,49.269688,-122.872107
260.9,19503,1,0,1,Edwards,1411 Edwards St,1411 Edwards St,49.298350,-122.719890,49.297493,-122.719146
260.6,13730,1,0,1,David,3342 David Ave,3342 David Ave,49.292948,-122.760774,49.291694,-122.760327
260.2,31159,52,52,1,Panorama,2979 Panorama Dr 1,2979 Panorama Dr 9,49.299392,-122.802061,49.300332,-122.802070
260.2,20127,1,0,1,Rochester,1390 Rochester Ave,1390 Rochester Ave,49.245045,-122.853879,49.244173,-122.854467
259.6,66995,2,0,2,Edgewood,1900 Edgewood Ave,380 Montgomery St,49.243552,-122.840316,49.243197,-122.840758
259.3,19794,1,0,1,Victoria,3710 Victoria Dr,3710 Victoria Dr,49.297267,-122.717250,49.296620,-122.717571
258.0,12169,1,1,0,Plateau,Plateau Blvd Lot H,Plateau Blvd Lot H,49.306513,-122.788347,49.305387,-122.788234
257.5,22236,1,0,1,Lincoln,3775 Lincoln Ave,3775 Lincoln Ave,49.278548,-122.717012,49.279564,-122.717695
257.1,27034,548,540,8,Eastwood,1189 Westwood St,3085 Primrose Lane G04,49.283132,-122.790463,49.283719,-122.789181
257.1,20593,1,0,1,Oliver,3745 Oliver Rd,3745 Oliver Rd,49.292997,-122.712891,49.294111,-122.712279
256.9,3960,1,0,1,Hockaday,1395 Hockaday St,1395 Hockaday St,49.298496,-122.772678,49.298279,-122.769917
256.6,31877,1,0,1,Fairview,600 Fairview St,600 Fairview St,49.254590,-122.882835,49.253899,-122.884289
254.7,9719,1,0,1,Victoria,3614 Victoria Dr,3614 Victoria Dr,49.291063,-122.728831,49.289393,-122.729054
254.2,32139,99,97,2,Highland,3461 Princeton Ave,3470 Highland Dr 9,49.298262,-122.749497,49.299324,-122.749416
253.9,26439,1,0,1,King Edward,15 King Edward St,15 King Edward St,49.231755,-122.861606,49.231372,-122.863005
253.7,20517,69,68,1,Lansdowne,1215 Lansdowne Dr,1215 Lansdowne Dr 524,49.285530,-122.811431,49.285393,-122.809474
253.7,19965,1,0,1,Quarry,3748 Quarry Rd,3748 Quarry Rd,49.298925,-122.712950,49.298009,-122.712281
252.9,39302,1,0,1,Bend,912 Bend Crt,912 Bend Crt,49.269315,-122.853522,49.269666,-122.855243
252.9,20182,232,227,6,Pinetree,1350 Pinetree Way,2998 Silver Springs Blvd 411,49.294634,-122.790031,49.295671,-122.790059
252.6,20390,1,0,1,Oliver,4311 Oliver Rd,4311 Oliver Rd,49.292997,-122.712891,49.294307,-122.713485
252.6,4840,1,0,1,Falcon,1089 Falcon Dr,1089 Falcon Dr,49.277097,-122.818404,49.276940,-122.817048
252.2,14205,42,41,1,Schoolhouse,115 Schoolhouse St,115 Schoolhouse St 902,49.233522,-122.852561,49.233785,-122.850794
252.1,14134,1,0,1,Schoolhouse,163 Schoolhouse St,163 Schoolhouse St,49.235164,-122.852544,49.234881,-122.850786
251.7,14175,48,47,1,Schoolhouse,145 Schoolhouse St,145 Schoolhouse St 9,49.234070,-122.852554,49.234333,-122.850790
251.2,14109,19,18,1,Schoolhouse,175 Schoolhouse St,175 Schoolhouse St 9,49.235164,-122.852544,49.235428,-122.850782
250.6,18393,1,0,1,Montgomery,330 Montgomery St,330 Montgomery St,49.241540,-122.839050,49.241055,-122.840962
250.5,16343,1,0,1,Blue Mountain,100 Blue Mountain St,100 Blue Mountain St,49.234840,-122.873101,49.234614,-122.874739
250.3,21893,92,91,1,Riley,1320 Riley St,1320 Riley St 91,49.293823,-122.743629,49.293287,-122.745156
249.4,12517,1,0,1,Robson,3150 Robson Dr,3150 Robson Dr,49.297707,-122.781771,49.297185,-122.781986
248.8,20166,1,0,1,Gilleys,1341 Gilleys Trail,1341 Gilleys Trail,49.293870,-122.717241,49.294301,-122.715571
248.4,4653,1,0,1,Poirier,600 Poirier St,600 Poirier St,49.253966,-122.846507,49.253878,-122.848215
248.4,474,1,1,1,Glen,2865 Glen Dr 42,2865 Glen Dr 42,49.282742,-122.801931,49.284794,-122.801995
248.4,25311,1,0,1,Johnson,1485 Johnson St,1485 Johnson St,49.300808,-122.798232,49.299813,-122.796985
248.2,368,1,1,1,Glen,2865 Glen Dr 40,2865 Glen Dr 40,49.282743,-122.802355,49.284826,-122.802303
248.0,20146,1,0,1,Gilleys,1355 Gilleys Trail,1355 Gilleys Trail,49.294719,-122.717224,49.295344,-122.715555
248.0,331,1,1,1,Glen,2865 Glen Dr 41,2865 Glen Dr 41,49.282744,-122.802108,49.284830,-122.802154
247.9,16717,1,0,1,Brunette,1026 Brunette Ave,1026 Brunette Ave,49.237895,-122.866425,49.236915,-122.865327
247.5,10127,1,0,1,Rochester,1189 Rochester Ave,1189 Rochester Ave,49.245002,-122.857306,49.246019,-122.857132
247.5,10246,20,19,1,Schoolhouse,211 Schoolhouse St,211 Schoolhouse St 9,49.236666,-122.852525,49.236446,-122.850774
247.4,10063,1,0,1,Rochester,1205 Rochester Ave,1205 Rochester Ave,49.245016,-122.856241,49.245732,-122.856541
247.2,350,1,1,1,Glen,2865 Glen Dr 39,2865 Glen Dr 39,49.282743,-122.802400,49.284817,-122.802452
247.2,9832,1,0,1,Lougheed,2597 Lougheed Hwy,2597 Lougheed Hwy,49.238741,-122.817048,49.237968,-122.819361
247.0,29096,1,0,1,Thompson,550 Thompson Ave,550 Thompson Ave,49.268281,-122.891198,49.267239,-122.890958
247.0,25555,1,0,1,Baker,885 Baker Dr,885 Baker Dr,49.269148,-122.825019,49.268931,-122.823386
247.0,20632,101,100,1,Mitchell,1290 Mitchell St,1290 Mitchell St 200,49.290849,-122.739370,49.290367,-122.741198
246.7,24142,1,0,1,Devon,1135 Devon St,1135 Devon St,49.278623,-122.729152,49.279418,-122.727744
246.5,319,1,1,1,Glen,2865 Glen Dr 38,2865 Glen Dr 38,49.282743,-122.802522,49.284817,-122.802595
246.1,20171,1,0,1,Gilleys,1333 Gilleys Trail,1333 Gilleys Trail,49.293870,-122.717241,49.293468,-122.715583
245.8,319,1,1,1,Glen,2865 Glen Dr 37,2865 Glen Dr 37,49.282743,-122.802665,49.284815,-122.802740
245.3,3967,1,0,1,Hockaday,1391 Hockaday St,1391 Hockaday St,49.298226,-122.772689,49.298015,-122.770024
245.3,2781,1,0,1,Lincoln,3787 Lincoln Ave,3787 Lincoln Ave,49.278548,-122.714271,49.278714,-122.711353
244.6,380,1,1,1,Glen,2865 Glen Dr 36,2865 Glen Dr 36,49.282744,-122.802808,49.284812,-122.802903
244.2,309,1,1,1,Glen,2865 Glen Dr 35,2865 Glen Dr 35,49.282746,-122.803144,49.284809,-122.803069
243.6,20811,1,0,1,Seguin,1200 Seguin Dr,1200 Seguin Dr,49.235694,-122.861499,49.234919,-122.860282
243.3,9714,2,0,2,Myrnam,217 Schoolhouse St,220 Myrnam St,49.236633,-122.852516,49.236846,-122.850835
243.2,22914,207,201,6,Dayanee Springs,1322 Genest Way,3090 Dayanee Springs Blvd,49.293522,-122.786011,49.293805,-122.786895
243.1,14443,1,0,1,Gilleys,1363 Gilleys Trail,1363 Gilleys Trail,49.295562,-122.717138,49.296181,-122.714776
242.9,338,1,1,1,Glen,2865 Glen Dr 34,2865 Glen Dr 34,49.282746,-122.803144,49.284806,-122.803229
242.0,346,1,1,1,Glen,2865 Glen Dr 33,2865 Glen Dr 33,49.282747,-122.803314,49.284803,-122.803404
241.7,410,1,1,1,Glen,2865 Glen Dr 32,2865 Glen Dr 32,49.282748,-122.803664,49.284797,-122.803604
241.0,9361,1,0,1,Lougheed,1851 Lougheed Hwy,1851 Lougheed Hwy,49.230652,-122.842624,49.231163,-122.843362
240.8,53533,1,0,1,Hickey,320 Hickey Dr,320 Hickey Dr,49.243587,-122.817696,49.244701,-122.818572
240.5,13403,1,0,1,Schoolhouse,251 Schoolhouse St,251 Schoolhouse St,49.237848,-122.852510,49.238128,-122.850830
240.4,445,1,1,1,Glen,2865 Glen Dr 30,2865 Glen Dr 30,49.282752,-122.804519,49.284765,-122.804405
239.9,18430,1,0,1,Lincoln,3765 Lincoln Ave,3765 Lincoln Ave,49.278545,-122.715628,49.279316,-122.716314
239.3,6256,1,0,1,Glen,2865 Glen Dr,2865 Glen Dr,49.282748,-122.803538,49.283788,-122.803830
239.1,19025,76,74,2,David,1330 Pinetree Way,2980 David Ave 9,49.293211,-122.791645,49.294160,-122.791968
239.0,25031,406,402,5,Heffley,1151 Pinetree Way,1178 Heffley Cres 911,49.279758,-122.793147,49.280519,-122.792819
238.7,12205,1,0,1,Schoolhouse,241 Schoolhouse St,241 Schoolhouse St,49.237372,-122.852513,49.237609,-122.850834
238.4,30686,1,0,1,King Albert,1600 King Albert Ave,1600 King Albert Ave,49.251442,-122.848587,49.250398,-122.848403
238.2,10176,3,0,3,Lucille Starr,1550 Lucille Starr Dr,195 Schoolhouse St,49.236126,-122.852531,49.235909,-122.850847
237.7,8535,1,0,1,Coast Meridian,1509 Coast Meridian Rd,1509 Coast Meridian Rd,49.305800,-122.755779,49.306588,-122.754740
237.4,24281,1,0,1,Sheffield,3538 Sheffield Ave,3538 Sheffield Ave,49.297936,-122.737364,49.297328,-122.738496
237.2,9060,1,0,1,Cedar,4100 Cedar Dr,4100 Cedar Dr,49.285657,-122.734001,49.284405,-122.733039
236.9,10101,1,0,1,Wyvern,843 Wyvern Ave,843 Wyvern Ave,49.268969,-122.873772,49.269211,-122.871821
236.1,19855,1,0,1,Pollard,1375 Pollard St,1375 Pollard St,49.296220,-122.725484,49.295731,-122.723936
236.1,35174,1,0,1,North Bend,65 North Bend St,65 North Bend St,49.230432,-122.820804,49.229204,-122.820755
235.9,32328,6,5,1,Rocket,2300 Rocket Way,2300 Rocket Way 205,49.230664,-122.827383,49.231032,-122.828071
234.9,35443,1,0,1,Harper,3497 Harper Rd,3497 Harper Rd,49.304094,-122.744027,49.304976,-122.743342
234.8,14433,77,76,1,Hudson,1228 Hudson St,1228 Hudson St 76,49.286316,-122.802749,49.286101,-122.804350
234.7,7733,9,8,1,Schoolhouse,225 Schoolhouse St,225 Schoolhouse St 8,49.237056,-122.852516,49.237198,-122.850837
234.6,4148,1,0,1,Hockaday,1385 Hockaday St,1385 Hockaday St,49.297570,-122.772713,49.297784,-122.770254
234.5,15905,97,96,1,Riverbend,3010 Riverbend Dr,3010 Riverbend Dr 99,49.264462,-122.790746,49.263959,-122.791398
234.5,27526,1,0,1,Falcon,1215 Falcon Dr,1215 Falcon Dr,49.284667,-122.818387,49.284834,-122.817037
234.1,37106,80,78,2,Parkway,1701 Parkway Blvd,1705 Parkway Blvd 9,49.306231,-122.803530,49.306164,-122.802209
233.8,33213,3,2,1,Joyce,450 Joyce St,450 Joyce St 7,49.248087,-122.873005,49.247574,-122.874342
233.7,11593,32,31,1,Decaire,320 Decaire St,320 Decaire St 9,49.242229,-122.849596,49.242816,-122.850868
233.6,16333,17,0,17,Booth,1520 Booth Ave,287 Schoolhouse St,49.238747,-122.852486,49.239265,-122.851602
232.9,18068,2,0,2,Barnet,2798 Barnet Hwy,2800 Barnet Hwy,49.277371,-122.802902,49.276595,-122.802513
232.5,368,1,1,1,Glen,2865 Glen Dr 31,2865 Glen Dr 31,49.282749,-122.803960,49.284764,-122.804176
232.3,25850,101,100,1,Victoria,3552 Victoria Dr,3552 Victoria Dr 99,49.286549,-122.736257,49.286890,-122.734754
232.1,21374,26,25,1,Parkway,1410 Parkway Blvd,1410 Parkway Blvd F9,49.297016,-122.802921,49.295956,-122.803133
232.1,6726,1,0,1,Lansdowne,1131 Lansdowne Dr,1131 Lansdowne Dr,49.279437,-122.808346,49.278892,-122.806051
232.0,30542,104,101,3,Dacre,2880 Dacre Ave,2915 Norman Ave 99,49.270939,-122.801902,49.271397,-122.800450
232.0,8110,1,0,1,Wyvern,846 Wyvern Ave,846 Wyvern Ave,49.268969,-122.873772,49.268771,-122.872102
231.9,8232,1,0,1,Hockaday,1383 Hockaday St,1383 Hockaday St,49.297175,-122.772727,49.297373,-122.771135
231.8,19395,3,2,2,Como Lake,1405 Como Lake Ave,821 Fairfax St 2,49.263470,-122.854791,49.264682,-122.854024
231.3,24808,8,6,2,King Edward,11 King Edward St,1150 United Blvd 700,49.228838,-122.861586,49.229620,-122.860433
231.2,995,1,0,1,Berkeley,2951 Berkeley Pl,2951 Berkeley Pl,49.268967,-122.797089,49.270468,-122.797525
230.9,6483,1,0,1,Princeton,3463 Princeton Ave,3463 Princeton Ave,49.298236,-122.747976,49.299291,-122.748042
229.7,10980,1,0,1,Lasalle,1200 Lasalle Pl,1200 Lasalle Pl,49.286143,-122.799255,49.286289,-122.797993
229.3,15126,1,0,1,Glen,3064 Glen Dr,3064 Glen Dr,49.282652,-122.786466,49.282219,-122.787985
229.2,24430,32,31,1,Golden,91 Golden Dr,91 Golden Dr 9,49.233300,-122.822325,49.232752,-122.822577
228.7,21067,1,0,1,Cedar,4124 Cedar Dr,4124 Cedar Dr,49.286841,-122.732427,49.286283,-122.731741
228.4,33708,2,0,2,Quay,2540 Quay Pl,2541 Quay Pl,49.273241,-122.822060,49.272613,-122.821033
228.3,14904,46,45,1,Panorama,2951 Panorama Dr,2951 Panorama Dr 9,49.298722,-122.804272,49.298705,-122.805560
228.2,32883,1,0,1,Porter,728 Porter St,728 Porter St,49.261874,-122.863248,49.261263,-122.864632
228.1,23289,1,0,1,Litchfield,3631 Litchfield Ave,3631 Litchfield Ave,49.293061,-122.727399,49.294088,-122.726982
227.8,20116,1,0,1,Coy,3329 Coy Ave,3329 Coy Ave,49.305692,-122.761393,49.304729,-122.761980
227.5,18495,1,0,1,Fremont,1141 Fremont St,1141 Fremont St,49.278516,-122.732376,49.279936,-122.732373
227.5,14679,1,0,1,Hall,3507 Hall Ave,3507 Hall Ave,49.301330,-122.741322,49.301729,-122.742295
227.1,32788,122,121,2,Kensal,1125 Kensal Pl,1137 Kensal Pl 203,49.280386,-122.784300,49.280039,-122.783092
227.0,5460,1,0,1,United,1045 United Blvd,1045 United Blvd,49.230027,-122.864476,49.231319,-122.864394
226.8,23805,36,30,21,Bromley,405 Bromley St,445 Bromley St B,49.247910,-122.818832,49.247235,-122.817991
226.6,32516,1,0,1,Walton,2960 Walton Ave,2960 Walton Ave,49.289938,-122.796775,49.288924,-122.797095
226.4,19996,1,0,1,Edwards,1420 Edwards St,1420 Edwards St,49.298329,-122.719893,49.297863,-122.721301
226.3,2116,1,0,1,Hudson,1236 Hudson St,1236 Hudson St,49.286316,-122.802749,49.286509,-122.805804
225.9,20256,1,0,1,Edwards,1353 Edwards St,1353 Edwards St,49.294975,-122.719944,49.294501,-122.718480
225.6,19572,1,0,1,Pollard,1364 Pollard St,1364 Pollard St,49.294804,-122.725491,49.295283,-122.726882
225.0,20317,1,0,1,Edwards,1443 Edwards St,1443 Edwards St,49.299299,-122.719892,49.298853,-122.718420
224.6,18205,1,0,1,Golden,80 Golden Dr,80 Golden Dr,49.230807,-122.824546,49.231187,-122.826027
224.6,20005,1,0,1,Edwards,1450 Edwards St,1450 Edwards St,49.300256,-122.719918,49.299742,-122.721289
224.3,27613,3,2,1,Golden,88 Golden Dr,88 Golden Dr 201,49.232053,-122.824560,49.233232,-122.825802
223.8,17765,1,0,1,Victoria,3497 Victoria Dr,3497 Victoria Dr,49.285740,-122.742052,49.286835,-122.742716
223.6,26975,1,0,1,Clearwater,728 Clearwater Way,728 Clearwater Way,49.258349,-122.804382,49.258800,-122.806088
223.5,36631,1,0,1,Lillian,960 Lillian St,960 Lillian St,49.268947,-122.860252,49.269471,-122.861591
223.4,12440,32,30,2,Burke Village,3450 David Ave,3451 Burke Village Prom 113,49.291940,-122.747641,49.292872,-122.746957
223.2,17665,53,52,1,Robson,2998 Robson Dr,2998 Robson Dr 152,49.299465,-122.788298,49.298647,-122.788624
223.0,16224,3,2,1,Rogers,2381 Rogers Ave,2381 Rogers Ave 2,49.224649,-122.823969,49.225357,-122.825493
222.9,44299,1,0,1,United,2080 United Blvd,2080 United Blvd,49.228068,-122.838276,49.227394,-122.837441
222.7,23777,1,0,1,Golden,70 Golden Dr,70 Golden Dr,49.229971,-122.824531,49.229177,-122.825789
221.4,20236,1,0,1,Poirier,565 Poirier St,565 Poirier St,49.252658,-122.846554,49.252187,-122.845185
220.9,35526,1,0,1,Pinetree,1210 Pinetree Way,1210 Pinetree Way,49.286179,-122.791820,49.285715,-122.793358
220.9,4184,1,0,1,Gabriola,1300 Gabriola Dr,1300 Gabriola Dr,49.292868,-122.774853,49.291959,-122.774103
220.4,18528,1,0,1,Nestor,1266 Nestor St,1266 Nestor St,49.290671,-122.778486,49.290119,-122.779860
220.3,19992,1,0,1,Devon,1156 Devon St,1156 Devon St,49.280363,-122.728428,49.280761,-122.729741
220.2,5697,3,2,1,North,333 North Rd,333 North Rd B,49.244337,-122.892652,49.244197,-122.891177
220.1,25788,1,0,1,Rocklin,1295 Rocklin St,1295 Rocklin St,49.291159,-122.734820,49.290781,-122.734333
220.1,5001,1,0,1,Sunridge,2968 Sunridge Crt,2968 Sunridge Crt,49.302555,-122.804855,49.303923,-122.804636
219.8,14318,1,0,1,Edwards,1455 Edwards St,1455 Edwards St,49.299586,-122.719894,49.299956,-122.718408
219.8,14109,1,0,1,Quarry,3723 Quarry Rd,3723 Quarry Rd,49.298534,-122.714806,49.299734,-122.715435
219.7,8648,1,0,1,Pipeline,1472 Pipeline Rd,1472 Pipeline Rd,49.303456,-122.775065,49.303678,-122.776552
219.0,13602,257,255,2,Alderson,739 Alderson Ave,750 Delestre Ave 439,49.239729,-122.878672,49.240684,-122.878227
219.0,33999,1,0,1,Clearwater,700 Clearwater Way,700 Clearwater Way,49.257776,-122.804428,49.256937,-122.806013
